"Word","Length","Freq_HAL","Log_Freq_HAL"
"beefeater","9","11","2.40"
"beefed","6","206","5.33"
"beef's","6","4","1.39"
"beefsteak","9","44","3.78"
"beefy","5","261","5.56"
"beehive","7","214","5.37"
"beeline","7","94","4.54"
"been","4","735347","13.51"
"beep","4","2303","7.74"
"beeps","5","1160","7.06"
"beer","4","24708","10.11"
"beers","5","4093","8.32"
"bees","4","5073","8.53"
"bee's","5","121","4.80"
"beeswax","7","197","5.28"
"beet","4","420","6.04"
"Beethoven","9","2264","7.72"
"Beethoven's","11","572","6.35"
"beetle","6","1026","6.93"
"beetles","7","393","5.97"
"beetling","8","3","1.10"
"beetroot","8","61","4.11"
"beets","5","157","5.06"
"befall","6","178","5.18"
"befell","6","107","4.67"
"befit","5","40","3.69"
"befits","6","110","4.70"
"befitting","9","151","5.02"
"befogged","8","3","1.10"
"before","6","344936","12.75"
"beforehand","10","2350","7.76"
"befoul","6","14","2.64"
"befouled","8","28","3.33"
"befriend","8","130","4.87"
"befuddle","8","62","4.13"
"befuddled","9","206","5.33"
"befuddles","9","12","2.48"
"befuddling","10","9","2.20"
"beg","3","4583","8.43"
"began","5","40481","10.61"
"beget","5","85","4.44"
"beggar","6","682","6.53"
"beggarman","9","5","1.61"
"beggars","7","608","6.41"
"beggar's","8","45","3.81"
"beggarwoman","11","0","0.00"
"beggary","7","12","2.48"
"begged","6","1190","7.08"
"begging","7","3090","8.04"
"begin","5","60828","11.02"
"beginner","8","3841","8.25"
"beginners","9","4393","8.39"
"beginner's","10","889","6.79"
"beginning","9","43739","10.69"
"beginnings","10","1258","7.14"
"begins","6","14702","9.60"
"begone","6","70","4.25"
"begonia","7","46","3.83"
"begotten","8","310","5.74"
"begrudge","8","218","5.38"
"begs","4","1175","7.07"
"beguile","7","22","3.09"
"beguiled","8","62","4.13"
"beguilement","11","1","0.00"
"beguiling","9","65","4.17"
"begun","5","7341","8.90"
"behalf","6","8393","9.04"
"Auschwitz","9","2291","7.74"
"auspices","8","727","6.59"
"auspicious","10","192","5.26"
"auspiciously","12","7","1.95"
"Aussie","6","1432","7.27"
"austere","7","115","4.74"
"austerely","9","5","1.61"
"austerity","9","319","5.77"
"Austin","6","19579","9.88"
"Austin's","8","282","5.64"
"Australia","9","35703","10.48"
"Australian","10","13068","9.48"
"Austria","7","6349","8.76"
"Austrian","8","1679","7.43"
"autarchy","8","2","0.69"
"authentic","9","3223","8.08"
"author","6","53382","10.89"
"authorities","11","12622","9.44"
"authority","9","23585","10.07"
"authority's","11","163","5.09"
"authenticate","12","483","6.18"
"authenticated","13","480","6.17"
"authentication","14","3059","8.03"
"authentications","15","11","2.40"
"authenticator","13","23","3.14"
"authenticity","12","1523","7.33"
"authoritarian","13","1011","6.92"
"authoritarianism","16","202","5.31"
"authoritative","13","2028","7.61"
"authoritatively","15","204","5.32"
"authorizations","14","147","4.99"
"authorize","9","915","6.82"
"authorized","10","6893","8.84"
"authorizes","10","327","5.79"
"authorizing","11","394","5.98"
"authors","7","20952","9.95"
"author's","8","4003","8.29"
"automobiles","11","1463","7.29"
"autonomy","8","1863","7.53"
"authorization","13","3124","8.05"
"authorship","10","865","6.76"
"autism","6","1248","7.13"
"autistic","8","836","6.73"
"auto","4","15581","9.65"
"autobahn","8","233","5.45"
"autobiographic","14","11","2.40"
"autobiographical","16","314","5.75"
"autobiography","13","1229","7.11"
"autocracies","11","4","1.39"
"autocracy","9","95","4.55"
"autocrat","8","547","6.30"
"autocratic","10","116","4.75"
"autocrats","9","92","4.52"
"autoerotism","11","0","0.00"
"autograph","9","1657","7.41"
"autoloader","10","202","5.31"
"automate","8","1642","7.40"
"automated","9","11645","9.36"
"automaton","9","410","6.02"
"automatic","9","16853","9.73"
"automatically","13","47178","10.76"
"automation","10","6798","8.82"
"automobile","10","3053","8.02"
"automotive","10","2969","8.00"
"autonomic","9","162","5.09"
"autonomous","10","2059","7.63"
"autopsied","9","41","3.71"
"autopsy","7","1357","7.21"
"autos","5","1036","6.94"
"autumn","6","3168","8.06"
"autumnal","8","51","3.93"
"auxiliaries","11","43","3.76"
"auxiliary","9","1305","7.17"
"avail","5","14304","9.57"
"availabilities","14","57","4.04"
"available","9","326758","12.70"
"availed","7","88","4.48"
"availing","8","29","3.37"
"avalanche","9","1654","7.41"
"avarice","7","388","5.96"
"availability","12","14245","9.56"
"avaricious","10","38","3.64"
"avenge","6","271","5.60"
"avenging","8","195","5.27"
"avenue","6","20151","9.91"
"avenues","7","1162","7.06"
"average","7","61913","11.03"
"averaged","8","1166","7.06"
"averages","8","2174","7.68"
"averaging","9","1281","7.16"
"averse","6","289","5.67"
"aversion","8","636","6.46"
"aversive","8","51","3.93"
"avert","5","1146","7.04"
"averted","7","367","5.91"
"averting","8","93","4.53"
"aviary","6","810","6.70"
"aviator","7","561","6.33"
"aviators","8","157","5.06"
"avid","4","2419","7.79"
"aviation","8","4453","8.40"
"avidity","7","10","2.30"
"avidly","6","229","5.43"
"avocado","7","300","5.70"
"avocados","8","137","4.92"
"avocation","9","96","4.56"
"avoid","5","45327","10.72"
"avoidable","9","224","5.41"
"avoidance","9","1075","6.98"
"avoided","7","5306","8.58"
"avoiding","8","5099","8.54"
"avoids","6","1780","7.48"
"avow","4","15","2.71"
"avowed","6","279","5.63"
"await","5","1682","7.43"
"awaited","7","799","6.68"
"awaiting","8","3446","8.14"
"awaits","6","772","6.65"
"awake","5","3506","8.16"
"awaken","6","923","6.83"
"awakened","8","1055","6.96"
"awakening","9","1980","7.59"
"awakens","7","244","5.50"
"award","5","15755","9.66"
"awarded","7","4691","8.45"
"awarding","8","437","6.08"
"awards","6","9140","9.12"
"aware","5","37088","10.52"
"awareness","9","7758","8.96"
"awash","5","265","5.58"
"away","4","150815","11.92"
"awe","3","2711","7.91"
"awed","4","264","5.58"
"aweigh","6","104","4.64"
"awesome","7","8401","9.04"
"awestruck","9","106","4.66"
"awful","5","8797","9.08"
"awfully","7","2470","7.81"
"awfulness","9","35","3.56"
"awhile","6","7861","8.97"
"awkward","7","2521","7.83"
"awkwardly","9","378","5.93"
"awkwardness","11","141","4.95"
"awl","3","111","4.71"
"awning","6","75","4.32"
"awnings","7","15","2.71"
"awoke","5","1078","6.98"
"awry","4","431","6.07"
"ax","2","3139","8.05"
"axe","3","3070","8.03"
"axes","4","1689","7.43"
"axial","5","285","5.65"
"axially","7","22","3.09"
"axiological","11","1","0.00"
"axiom","5","1277","7.15"
"axiomatic","9","336","5.82"
"axioms","6","1286","7.16"
"axis","4","4865","8.49"
"axle","4","1741","7.46"
"axles","5","708","6.56"
"aye","3","847","6.74"
"ayes","4","81","4.39"
"azalea","6","161","5.08"
"azaleas","7","84","4.43"
"Azerbaijan","10","1894","7.55"
"azimuth","7","346","5.85"
"azure","5","2258","7.72"
"babble","6","1026","6.93"
"babbled","7","252","5.53"
"babe","4","3163","8.06"
"babes","5","1334","7.20"
"babies","6","8483","9.05"
"baboon","6","388","5.96"
"baby","4","35810","10.49"
"babyhood","8","43","3.76"
"Babylon","7","6287","8.75"
"Babylonian","10","702","6.55"
"Babylonians","11","264","5.58"
"baby's","6","1595","7.37"
"baccalaureate","13","122","4.80"
"baccarat","8","148","5.00"
"Bacchanal","9","14","2.64"
"Bacchus","7","337","5.82"
"Bach","4","3284","8.10"
"bachelor","8","2202","7.70"
"bachelors","9","1086","6.99"
"back","4","393090","12.88"
"backache","8","33","3.50"
"backbend","8","10","2.30"
"backbends","9","4","1.39"
"backboard","9","112","4.72"
"backbone","8","4126","8.33"
"backbreaking","12","24","3.18"
"backdoor","8","429","6.06"
"backdrop","8","908","6.81"
"backed","6","6882","8.84"
"backer","6","169","5.13"
"backers","7","374","5.92"
"backfire","8","1947","7.57"
"backgammon","10","1630","7.40"
"background","10","43848","10.69"
"backgrounds","11","3632","8.20"
"backhand","8","423","6.05"
"backing","7","6092","8.71"
"backlash","8","1808","7.50"
"backless","8","39","3.66"
"backhanded","10","106","4.66"
"backlog","7","608","6.41"
"backpack","8","1933","7.57"
"backpedal","9","76","4.33"
"backs","5","4792","8.47"
"backscratcher","13","4","1.39"
"backseat","8","220","5.39"
"backside","8","1231","7.12"
"backslide","9","33","3.50"
"backspace","9","1126","7.03"
"backstage","9","1173","7.07"
"backstairs","10","14","2.64"
"backstitch","10","54","3.99"
"backstitching","13","67","4.20"
"backstroke","10","156","5.05"
"backtalk","8","19","2.94"
"backtrack","9","279","5.63"
"backup","6","21879","9.99"
"backward","8","4305","8.37"
"backwards","9","8975","9.10"
"backwash","8","59","4.08"
"backwater","9","372","5.92"
"backwoods","9","170","5.14"
"backwoodsman","12","2","0.69"
"backyard","8","2135","7.67"
"backyards","9","119","4.78"
"bacon","5","3147","8.05"
"bacteria","8","4641","8.44"
"bacterial","9","1348","7.21"
"bacteriologist","14","17","2.83"
"bacteriology","12","88","4.48"
"bacterium","9","358","5.88"
"bad","3","153580","11.94"
"bade","4","135","4.91"
"badge","5","2039","7.62"
"badger","6","1586","7.37"
"badgering","9","108","4.68"
"badges","6","963","6.87"
"Badlands","8","2777","7.93"
"badly","5","11077","9.31"
"badmen","6","3","1.10"
"badminton","9","242","5.49"
"badness","7","138","4.93"
"baffle","6","281","5.64"
"baffled","7","808","6.69"
"bafflers","8","3","1.10"
"baffling","8","274","5.61"
"bag","3","16427","9.71"
"bagatelle","9","21","3.04"
"bagful","6","20","3.00"
"baggage","7","1875","7.54"
"bagged","6","1022","6.93"
"baggy","5","478","6.17"
"bagpipe","7","367","5.91"
"bags","4","5805","8.67"
"bah","3","789","6.67"
"Bahamas","7","1392","7.24"
"Bahrain","7","585","6.37"
"bail","4","2583","7.86"
"bailiff","7","78","4.36"
"bailing","7","343","5.84"
"bailment","8","0","0.00"
"bairn","5","6","1.79"
"bait","4","4289","8.36"
"baited","6","334","5.81"
"bake","4","2528","7.84"
"baked","5","1780","7.48"
"baker","5","12645","9.45"
"bakery","6","544","6.30"
"bakes","5","72","4.28"
"baking","6","3008","8.01"
"baklava","7","63","4.14"
"balance","7","22511","10.02"
"balanced","8","10049","9.22"
"balances","8","1250","7.13"
"balancing","9","2420","7.79"
"balconies","9","88","4.48"
"balcony","7","1083","6.99"
"bald","4","2764","7.92"
"balderdash","10","570","6.35"
"balding","7","284","5.65"
"baldness","8","329","5.80"
"baldy","5","164","5.10"
"bale","4","557","6.32"
"baleful","7","49","3.89"
"bales","5","477","6.17"
"Bali","4","592","6.38"
"Balinese","8","78","4.36"
"balk","4","286","5.66"
"Balkans","7","1737","7.46"
"balked","6","225","5.42"
"balkiness","9","0","0.00"
"balking","7","76","4.33"
"balks","5","96","4.56"
"ball","4","38502","10.56"
"ballad","6","985","6.89"
"ballade","7","66","4.19"
"ballads","7","612","6.42"
"ballast","7","547","6.30"
"balled","6","102","4.62"
"ballerina","9","140","4.94"
"ballerinas","10","54","3.99"
"ballet","6","1669","7.42"
"ballets","7","86","4.45"
"ballfields","10","1","0.00"
"ballgowns","9","4","1.39"
"ballistic","9","1285","7.16"
"ballistics","10","320","5.77"
"balloon","7","4612","8.44"
"ballooning","10","106","4.66"
"balloonist","10","6","1.79"
"balloons","8","1114","7.02"
"ballot","6","3680","8.21"
"ballots","7","1215","7.10"
"ballplayer","10","99","4.60"
"ballplayers","11","144","4.97"
"ballpoint","9","157","5.06"
"ballroom","8","1587","7.37"
"balls","5","13293","9.49"
"ball's","6","157","5.06"
"ballyhoo","8","42","3.74"
"balm","4","1511","7.32"
"balmy","5","164","5.10"
"balsam","6","129","4.86"
"balsams","7","29","3.37"
"Baltic","6","940","6.85"
"Baltimore","9","7629","8.94"
"Baltimore's","11","49","3.89"
"Bambi","5","707","6.56"
"bambino","7","94","4.54"
"bamboo","6","1198","7.09"
"bamboozle","9","25","3.22"
"ban","3","11740","9.37"
"banal","5","436","6.08"
"banality","8","105","4.65"
"banana","6","2879","7.97"
"bananas","7","1408","7.25"
"band","4","49179","10.80"
"bandage","7","331","5.80"
"bandaged","8","139","4.93"
"bandages","8","260","5.56"
"bandaging","9","50","3.91"
"bandanna","8","63","4.14"
"banded","6","436","6.08"
"banding","7","772","6.65"
"bandit","6","1965","7.58"
"banditos","8","36","3.58"
"bandits","7","1998","7.60"
"bandmaster","10","17","2.83"
"bandoleers","10","2","0.69"
"bands","5","17342","9.76"
"bandstand","9","93","4.53"
"bandwagon","9","1184","7.08"
"bandwidth","9","14252","9.56"
"bane","4","957","6.86"
"bang","4","6789","8.82"
"banged","6","579","6.36"
"banging","7","1386","7.23"
"Bangkok","7","2553","7.85"
"Bangladesh","10","2629","7.87"
"bangle","6","41","3.71"
"bangles","7","192","5.26"
"bangs","5","826","6.72"
"banish","6","315","5.75"
"banished","8","993","6.90"
"banishes","8","25","3.22"
"banishing","9","283","5.65"
"banishment","10","328","5.79"
"banister","8","119","4.78"
"banisters","9","6","1.79"
"banjo","5","1022","6.93"
"bank","4","39506","10.58"
"bankbill","8","0","0.00"
"bankbook","8","3","1.10"
"banked","6","295","5.69"
"banker","6","1088","6.99"
"bankers","7","1558","7.35"
"banking","7","6745","8.82"
"banknote","8","99","4.60"
"artful","6","247","5.51"
"artfully","8","154","5.04"
"artfulness","10","3","1.10"
"arthritic","9","209","5.34"
"arthritis","9","1665","7.42"
"Arthur","6","11953","9.39"
"Arthur's","8","399","5.99"
"artichoke","9","181","5.20"
"article","7","861595","13.67"
"articles","8","64285","11.07"
"artifact","8","43646","10.68"
"articulate","10","1695","7.44"
"articulated","11","665","6.50"
"articulation","12","421","6.04"
"articulations","13","20","3.00"
"artifacts","9","8408","9.04"
"artificial","10","10241","9.23"
"artificially","12","1171","7.07"
"artillerist","11","1","0.00"
"artillery","9","5024","8.52"
"artisan","7","211","5.35"
"artisans","8","1696","7.44"
"artist","6","17005","9.74"
"artiste","7","120","4.79"
"artistic","8","4327","8.37"
"artistically","12","309","5.73"
"artistry","8","491","6.20"
"artists","7","16884","9.73"
"artist's","8","1012","6.92"
"artless","7","27","3.30"
"arts","4","22653","10.03"
"art's","5","218","5.38"
"arty","4","453","6.12"
"Aryan","5","2179","7.69"
"as","2","2642511","14.79"
"asbestos","8","865","6.76"
"ascend","6","1128","7.03"
"ascendancy","10","224","5.41"
"ascended","8","470","6.15"
"ascendent","9","41","3.71"
"ascending","9","613","6.42"
"ascension","9","802","6.69"
"ascent","6","943","6.85"
"ascertain","9","820","6.71"
"ascertainable","13","17","2.83"
"ascertained","11","400","5.99"
"ascetic","7","146","4.98"
"asceticism","10","55","4.01"
"ascribe","7","911","6.81"
"ascribed","8","427","6.06"
"ascribes","8","87","4.47"
"aseptic","7","40","3.69"
"ascription","10","18","2.89"
"asexual","7","267","5.59"
"ash","3","3594","8.19"
"ashamed","7","3799","8.24"
"ashbin","6","1","0.00"
"ashcan","6","304","5.72"
"ashen","5","718","6.58"
"ashes","5","4878","8.49"
"Ashley","6","2857","7.96"
"ashore","6","395","5.98"
"ashtray","7","254","5.54"
"ashtrays","8","106","4.66"
"ashy","4","17","2.83"
"Asia","4","13885","9.54"
"Asian","5","16780","9.73"
"Asians","6","3736","8.23"
"Asiatic","7","193","5.26"
"aside","5","17413","9.76"
"Asimov's","8","625","6.44"
"asinine","7","452","6.11"
"ask","3","138493","11.84"
"askance","7","67","4.20"
"asked","5","102158","11.53"
"askew","5","793","6.68"
"asking","6","55492","10.92"
"asks","4","16409","9.71"
"aslant","6","9","2.20"
"asleep","6","5410","8.60"
"asocial","7","31","3.43"
"asp","3","3660","8.21"
"asparagus","9","285","5.65"
"aspect","6","15514","9.65"
"aspects","7","22609","10.03"
"aspen","5","880","6.78"
"asphalt","7","1271","7.15"
"asphyxiate","10","44","3.78"
"asphyxiation","12","190","5.25"
"aspirate","8","43","3.76"
"aspiration","10","358","5.88"
"aspirations","11","1198","7.09"
"aspire","6","676","6.52"
"aspired","7","111","4.71"
"aspires","7","131","4.88"
"aspirin","7","1239","7.12"
"aspiring","8","897","6.80"
"ass","3","29848","10.30"
"assail","6","84","4.43"
"assailant","9","351","5.86"
"assailants","10","230","5.44"
"assailed","8","89","4.49"
"assailing","9","28","3.33"
"assassin","8","7479","8.92"
"assassinate","11","450","6.11"
"assassinated","12","822","6.71"
"assassination","13","4132","8.33"
"assassins","9","1132","7.03"
"assault","7","10485","9.26"
"assaulted","9","920","6.82"
"assaulting","10","293","5.68"
"assaults","8","1070","6.98"
"assay","5","620","6.43"
"assayed","7","49","3.89"
"assaying","8","24","3.18"
"assemblages","11","34","3.53"
"assemblage","10","195","5.27"
"assemble","8","2537","7.84"
"assembled","9","3144","8.05"
"assemblies","10","943","6.85"
"assembling","10","855","6.75"
"assembly","8","17309","9.76"
"assemblyman","11","143","4.96"
"assent","6","478","6.17"
"assented","8","39","3.66"
"assert","6","3583","8.18"
"asserted","8","1862","7.53"
"asserting","9","1442","7.27"
"assertion","9","6547","8.79"
"assertions","10","3006","8.01"
"assertive","9","592","6.38"
"assertiveness","13","89","4.49"
"asserts","7","993","6.90"
"asses","5","2105","7.65"
"assess","6","2454","7.81"
"assessed","8","1463","7.29"
"assessing","9","1147","7.04"
"assessment","10","6198","8.73"
"assessments","11","878","6.78"
"assessor","8","74","4.30"
"assessors","9","56","4.03"
"assessor's","10","7","1.95"
"asset","5","4255","8.36"
"assets","6","7290","8.89"
"asshole","7","8181","9.01"
"assiduous","9","25","3.22"
"assign","6","6449","8.77"
"assignation","11","19","2.94"
"assigned","8","10862","9.29"
"assignee","8","389","5.96"
"assigning","9","1548","7.34"
"assignment","10","8029","8.99"
"assignments","11","5070","8.53"
